N,P,K,pH,Moisture,Fertility
78.54,47.69,50.79,6.59,68.25,High
39.81,41.12,18.2,7.17,46.06,Medium
90.84,71.61,58.61,6.87,50.0,High
39.32,23.47,17.61,3.5,28.2,Low
45.33,33.63,30.69,6.08,47.57,Medium
1.7,0.0,20.97,5.79,18.2,Low
56.57,17.71,21.84,7.22,57.53,Medium
58.37,45.49,24.29,6.9,60.41,Medium
89.85,53.74,76.15,6.58,45.0,High
56.57,39.07,31.91,5.71,28.43,Medium
102.19,67.6,59.81,7.2,67.24,High
22.85,6.59,8.15,5.2,32.08,Low
30.0,17.69,25.25,6.82,57.69,Medium
61.39,23.29,15.0,5.5,46.6,Medium
30.0,30.92,18.92,6.06,53.18,Medium
63.98,24.88,31.14,6.89,59.45,Medium
73.23,58.06,60.01,6.29,76.6,High
26.71,9.46,17.66,4.77,15.2,Low
41.81,0.0,5.48,4.43,34.48,Low
81.02,37.22,38.1,6.0,49.01,High
65.8,69.38,75.73,7.36,70.7,High
53.4,18.17,36.53,5.5,47.24,Medium
41.93,3.83,14.53,3.78,6.47,Low
34.96,9.79,6.95,5.85,35.42,Low
52.29,31.42,15.0,6.32,53.34,Medium
72.31,54.65,56.8,7.21,69.03,High
42.95,45.6,38.77,6.65,41.92,Medium
41.32,40.77,44.17,7.5,48.5,Medium
28.68,5.54,21.13,6.0,36.09,Low
46.93,34.62,45.0,5.9,40.34,Medium
119.4,41.43,61.11,6.6,59.93,High
51.26,37.29,41.13,6.91,52.87,Medium
51.19,16.57,18.61,7.2,33.35,Medium
46.17,44.37,35.17,6.29,50.35,Medium
91.4,30.0,50.51,7.1,59.0,High
42.64,25.81,32.46,6.02,60.57,Medium
22.08,8.73,14.7,4.5,19.22,Low
70.01,32.98,21.76,5.5,35.05,Medium
84.09,48.51,69.92,7.5,55.73,High
55.18,41.12,21.37,5.5,39.37,Medium
36.73,10.12,10.89,3.5,17.47,Low
76.76,54.93,45.0,7.16,61.49,High
93.12,51.41,49.29,6.51,56.5,High
75.34,40.3,46.51,6.39,59.94,High
25.95,21.99,11.8,3.94,28.22,Low
60.0,37.0,46.11,6.83,64.68,High
25.5,13.24,11.97,3.5,28.33,Low
48.06,35.82,32.85,5.94,42.87,Medium
52.38,41.29,24.93,6.7,60.18,Medium
78.1,52.2,34.81,7.06,74.59,High
65.16,46.57,38.15,6.4,42.33,Medium
53.75,27.11,15.0,5.5,25.0,Medium
110.89,61.88,30.0,6.38,64.36,High
34.59,28.29,26.37,6.81,25.0,Medium
21.81,9.29,7.87,4.22,28.61,Low
98.08,59.16,75.06,6.35,51.14,High
33.28,8.04,16.51,4.29,12.01,Low
16.78,7.82,19.36,4.72,29.81,Low
42.59,15.3,18.88,6.12,45.38,Medium
107.96,44.43,42.93,6.27,68.59,High
27.29,14.74,17.72,4.08,22.87,Low
33.96,20.71,6.52,4.48,33.44,Low
48.56,44.14,16.81,6.13,64.99,Medium
22.58,13.85,5.03,4.2,28.17,Low
29.73,10.03,12.05,5.23,29.45,Low
36.96,38.98,15.62,5.8,35.15,Medium
47.65,50.34,19.81,6.18,25.96,Medium
51.25,27.2,37.89,5.74,32.04,Medium
47.83,28.09,33.39,5.5,61.1,Medium
41.18,5.77,7.76,5.25,5.0,Low
15.0,12.64,20.43,4.78,22.95,Low
87.22,51.64,71.01,6.64,63.57,High
20.2,1.55,2.02,5.11,40.23,Low
59.32,28.06,28.95,6.51,38.68,Medium
52.91,20.32,36.11,5.5,55.61,Medium
78.94,44.01,72.03,6.99,71.44,High
66.63,32.79,27.14,7.5,53.5,Medium
42.1,3.92,4.37,5.67,15.79,Low
45.03,38.69,29.57,6.51,36.23,Medium
51.52,29.3,38.84,5.58,50.13,Medium
17.58,4.68,16.61,6.0,33.57,Low
34.72,15.0,21.41,5.57,52.17,Medium
94.88,33.49,53.15,7.07,69.48,High
90.79,55.23,59.6,6.52,56.77,High
70.15,27.18,15.0,6.28,64.05,Medium
68.43,26.05,31.35,6.59,64.28,Medium
79.39,27.1,22.48,5.85,25.0,Medium
66.87,22.58,26.26,6.41,55.04,Medium
53.24,22.05,29.49,5.5,53.26,Medium
90.64,66.45,68.49,6.74,45.0,High
77.56,64.8,70.66,7.08,76.6,High
37.59,11.51,2.59,3.55,19.3,Low
43.86,21.69,24.36,5.5,58.75,Medium
52.91,28.38,39.04,6.3,51.04,Medium
82.59,61.34,51.43,6.76,61.51,High
48.39,15.0,35.96,5.82,62.99,Medium
71.94,52.8,39.8,6.22,52.31,High
82.03,72.1,64.22,6.74,66.34,High
83.33,45.25,55.61,6.64,58.6,High
24.37,4.64,7.08,5.34,31.97,Low
5.91,1.88,12.58,4.54,16.34,Low
19.49,6.16,6.1,5.43,24.54,Low
61.57,24.08,15.0,6.96,25.0,Medium
63.6,27.55,32.87,5.92,43.03,Medium
74.45,43.4,60.98,7.05,66.9,High
56.96,26.3,19.48,7.0,29.1,Medium
111.18,30.0,53.09,6.55,53.42,High
81.87,70.94,41.91,7.23,65.76,High
76.31,66.39,61.98,6.0,52.83,High
8.12,16.11,13.09,4.58,32.06,Low
18.72,21.32,13.66,4.94,30.47,Low
47.8,48.38,29.28,6.25,37.37,Medium
49.78,16.38,33.9,6.41,46.15,Medium
52.85,36.58,20.9,6.65,57.8,Medium
56.87,39.27,29.96,5.55,46.76,Medium
20.68,11.12,17.95,6.0,45.0,Low
60.32,38.6,17.21,7.18,49.08,Medium
20.58,8.18,14.56,5.35,34.26,Low
113.64,52.47,45.27,6.58,74.06,High
89.24,30.0,43.67,6.76,50.08,High
67.64,47.26,82.18,7.48,69.29,High
46.13,39.08,15.89,6.19,57.44,Medium
25.59,3.5,14.5,4.78,17.03,Low
19.81,14.29,8.98,5.42,33.73,Low
71.45,70.1,65.39,6.77,62.43,High
60.48,24.15,26.76,5.8,53.15,Medium
21.99,17.9,14.76,5.26,7.64,Low
77.55,70.11,76.93,6.74,56.36,High
36.69,30.06,41.06,6.77,46.72,Medium
92.12,60.38,84.7,6.74,61.0,High
88.53,33.49,47.15,7.96,68.0,High
48.85,15.0,29.53,5.79,66.02,Medium
19.27,17.12,9.11,4.61,45.0,Low
96.04,55.2,65.05,7.6,70.55,High
23.5,8.12,19.68,5.4,26.35,Low
88.2,46.77,50.32,6.81,45.0,High
77.12,41.38,28.48,7.5,40.44,Medium
35.74,38.05,15.0,5.86,48.41,Medium
14.12,9.82,13.76,4.46,24.6,Low
109.37,56.91,92.4,7.08,63.46,High
89.44,53.69,43.15,6.81,45.0,High
30.0,48.04,26.9,6.77,25.0,Medium
4.6,11.1,17.15,4.92,32.81,Low
77.51,47.95,81.32,8.0,59.36,High
91.02,43.15,46.48,6.37,65.3,High
52.03,28.79,33.93,6.05,38.66,Medium
49.83,50.43,33.68,5.5,45.62,Medium
74.45,74.56,72.09,6.34,61.86,High
76.7,48.15,58.4,7.21,47.05,High
19.84,17.82,17.74,6.0,41.03,Low
40.84,22.22,27.43,6.61,62.1,Medium
80.0,17.54,30.72,6.1,40.73,Medium
62.62,40.84,43.15,5.99,42.33,Medium
8.58,19.46,15.28,5.87,22.44,Low
67.47,80.58,54.52,6.51,71.28,High
87.48,49.08,48.87,7.46,70.66,High
15.75,2.18,12.65,4.37,40.15,Low
64.55,15.0,29.75,6.76,48.98,Medium
39.22,0.0,17.4,6.0,5.0,Low
97.46,49.36,48.95,7.25,52.36,High
92.26,69.59,61.04,6.28,66.49,High
30.23,17.44,22.11,6.37,34.18,Medium
126.98,38.88,56.17,6.88,74.47,High
123.8,70.42,56.64,7.51,65.53,High
62.23,28.29,15.0,6.69,37.08,Medium
33.14,11.67,11.06,4.62,25.87,Low
28.33,11.08,11.47,3.72,31.59,Low
86.76,46.24,65.31,6.95,76.44,High
31.39,33.67,36.69,6.5,46.83,Medium
26.29,2.88,17.2,4.21,34.84,Low
47.8,19.14,26.28,6.17,36.17,Medium
115.87,65.98,64.12,7.91,65.52,High
74.53,54.69,42.79,6.37,55.98,High
76.31,21.23,25.59,5.59,57.2,Medium
58.93,23.02,29.47,7.14,41.51,Medium
35.29,20.03,40.5,6.63,51.87,Medium
16.16,18.7,8.71,5.83,31.07,Low
30.25,17.49,4.89,5.27,22.15,Low
60.0,38.38,79.56,6.55,66.53,High
53.63,27.46,23.56,5.82,68.46,Medium
49.75,37.18,23.1,6.65,49.07,Medium
18.81,17.24,15.4,5.61,38.42,Low
103.87,52.17,51.85,6.38,53.87,High
94.98,46.85,54.89,6.79,68.81,High
26.92,15.32,7.81,4.94,24.37,Low
41.9,26.83,46.59,6.07,46.68,Medium
56.03,16.0,16.34,5.5,56.67,Medium
42.63,15.0,27.83,6.69,29.07,Medium
2.43,16.85,11.39,5.04,32.6,Low
66.53,34.47,27.91,5.5,30.47,Medium
48.3,24.69,35.83,6.43,65.84,Medium
27.33,15.17,4.86,5.58,11.45,Low
40.7,17.49,0.7,5.02,8.47,Low
80.29,62.07,39.12,7.88,51.4,High
99.65,73.89,55.76,6.22,53.19,High
71.64,56.43,73.72,7.3,59.52,High
71.07,49.61,43.29,6.67,70.0,Medium
64.02,17.94,15.0,5.56,36.21,Medium
49.22,29.05,30.44,6.36,40.96,Medium
60.59,27.44,41.28,6.61,52.73,Medium
22.07,24.22,8.41,3.89,23.98,Low
94.07,52.11,56.75,6.6,59.3,High
34.35,47.98,28.66,5.5,57.27,Medium
54.73,23.65,15.0,6.71,52.73,Medium
70.88,32.76,21.77,5.5,34.39,Medium
70.55,22.78,29.57,5.9,43.65,Medium
35.52,39.37,39.19,6.38,36.69,Medium
106.01,64.53,31.44,6.91,62.52,High
33.28,19.49,20.7,3.5,28.43,Low
43.27,23.84,39.42,6.56,61.1,Medium
63.39,37.6,28.28,7.34,31.38,Medium
36.06,15.55,14.18,3.5,14.99,Low
42.73,55.0,41.91,6.3,38.06,Medium
84.82,53.4,71.01,7.3,61.88,High
98.07,71.9,46.37,7.64,51.32,High
82.29,55.45,44.58,6.98,67.87,High
33.4,23.53,13.79,6.0,26.44,Low
55.46,15.0,16.36,6.03,58.78,Medium
78.08,43.16,28.06,6.05,47.59,Medium
6.71,16.23,22.81,6.0,33.38,Low
109.27,76.56,30.0,6.0,59.19,High
23.15,10.62,14.24,5.18,27.69,Low
95.31,51.97,83.22,7.29,53.34,High
92.55,41.87,42.6,7.4,54.54,High
109.77,58.6,50.56,6.59,68.46,High
88.88,61.02,52.76,7.79,66.92,High
97.43,59.87,35.8,6.04,67.98,High
26.01,2.23,17.02,5.67,5.18,Low
69.67,59.14,55.88,6.77,74.74,High
19.68,27.04,10.18,5.17,27.92,Low
52.42,29.35,16.72,5.68,43.79,Medium
54.64,35.5,26.09,5.55,55.04,Medium
85.85,57.9,48.18,6.59,47.01,High
29.06,11.73,14.13,5.23,28.29,Low
97.55,38.14,41.94,6.65,45.0,High
82.26,56.26,62.91,7.13,71.46,High
32.61,5.34,16.87,4.59,28.75,Low
37.65,16.61,39.8,6.03,50.74,Medium
65.18,59.3,38.9,6.41,72.35,High
23.4,10.88,7.97,5.61,36.41,Low
77.13,64.29,67.64,6.47,50.4,High
59.22,16.98,40.22,5.61,51.02,Medium
64.83,42.83,29.78,6.11,47.92,Medium
44.94,32.2,20.82,5.5,25.0,Medium
32.35,7.87,11.93,4.61,44.36,Low
12.16,18.85,20.14,4.95,15.58,Low
46.02,4.5,24.37,5.18,38.52,Low
83.78,72.08,68.83,7.96,72.73,High
45.43,15.0,25.07,5.73,55.52,Medium
37.0,10.37,27.36,4.58,21.19,Low
66.39,31.81,35.21,6.46,34.08,Medium
57.84,40.53,16.3,5.9,32.22,Medium
48.33,27.75,21.57,6.09,34.81,Medium
93.16,38.1,51.28,6.52,55.85,High
55.03,34.51,33.44,6.36,42.67,Medium
83.87,63.32,53.6,6.72,56.61,High
18.5,7.11,12.61,4.51,25.32,Low
97.82,56.01,54.33,7.64,53.95,High
28.99,11.77,7.89,3.76,14.45,Low
6.85,8.86,30.0,3.92,21.2,Low
25.58,23.9,12.14,3.51,30.47,Low
95.59,60.98,46.62,6.62,51.72,High
28.67,16.77,13.0,5.55,13.32,Low
35.81,30.61,28.77,7.12,44.71,Medium
99.2,78.49,36.17,6.74,70.01,High
30.0,38.33,25.78,7.5,46.89,Medium
20.98,10.82,7.23,6.0,14.93,Low
82.06,44.39,88.93,6.87,63.39,High
102.3,43.66,49.98,6.73,48.19,High
62.75,62.98,64.3,7.22,60.41,High
61.9,15.0,23.73,6.74,55.44,Medium
26.69,20.53,6.48,5.33,21.0,Low
53.3,15.0,28.25,6.77,40.16,Medium
66.83,32.6,36.38,6.56,70.0,Medium
35.25,31.75,33.03,5.89,43.71,Medium
60.49,32.38,21.44,6.61,39.41,Medium
48.45,35.02,53.9,6.61,32.64,Medium
27.24,21.82,10.21,5.14,34.19,Low
39.85,16.7,42.64,6.01,52.17,Medium
28.35,14.5,14.28,5.86,25.57,Low
21.11,11.28,14.15,4.78,30.86,Low
51.92,44.84,30.71,5.5,49.55,Medium
20.13,9.3,9.13,5.0,26.29,Low
97.27,42.2,53.65,6.9,47.37,High
72.66,53.02,38.56,6.62,54.85,High
11.12,6.53,9.55,4.59,11.66,Low
41.35,14.49,12.19,4.41,9.98,Low
102.62,67.14,63.68,7.21,59.95,High
49.83,29.32,33.46,5.8,55.94,Medium
10.97,16.61,8.34,4.92,5.0,Low
57.23,15.0,39.08,6.18,45.83,Medium
37.12,11.71,13.79,4.53,18.27,Low
24.93,14.51,2.28,4.74,21.18,Low
96.98,43.88,44.25,6.53,72.31,High
39.16,43.18,44.71,5.5,36.61,Medium
61.26,28.35,41.68,5.82,29.77,Medium
20.13,19.51,14.27,6.0,15.43,Low
83.74,52.2,60.73,6.12,59.02,High
52.09,26.15,38.48,6.47,28.36,Medium
89.73,54.73,68.25,6.82,72.17,High
28.15,15.49,20.82,4.89,17.54,Low
46.78,45.5,39.38,6.7,44.47,Medium
69.89,21.05,34.63,6.29,26.79,Medium
67.59,57.1,57.28,6.85,64.03,High
69.69,51.67,66.75,7.08,81.57,High
39.36,31.89,36.17,6.78,54.67,Medium
66.91,32.35,39.89,7.42,45.57,Medium
96.45,54.01,56.57,6.0,53.9,High
14.6,11.47,9.32,5.28,27.04,Low
54.36,33.09,29.97,6.28,59.31,Medium
41.73,22.1,17.8,6.53,69.46,Medium
80.9,73.13,55.76,6.97,55.38,High
51.32,23.08,19.42,6.24,55.42,Medium
97.4,52.4,69.5,6.7,64.07,High
46.76,15.0,26.79,6.52,42.68,Medium
35.49,0.0,7.65,3.5,5.0,Low
83.17,43.94,73.44,7.1,52.34,High
54.03,29.08,46.04,6.5,49.2,Medium
104.32,53.87,66.48,6.73,45.0,High
45.86,16.72,12.45,5.47,26.97,Low
20.52,4.05,9.99,4.8,37.74,Low
94.55,49.22,64.83,6.17,51.85,High
90.15,68.49,66.24,6.35,65.16,High
85.1,48.18,69.84,6.62,57.87,High
60.0,54.87,47.04,7.26,55.39,High
33.59,13.47,14.1,5.48,23.07,Low
47.94,28.71,27.64,5.5,38.9,Medium
43.57,20.91,32.47,5.95,52.67,Medium
60.0,57.18,57.45,7.85,65.0,High
47.33,35.03,29.21,6.1,48.16,Medium
100.16,60.4,45.05,7.31,72.12,High
58.87,25.05,39.04,6.77,25.0,Medium
27.43,11.84,16.13,5.65,37.65,Low
26.65,11.57,12.64,5.89,35.73,Low
54.5,15.0,30.94,5.72,42.71,Medium
99.12,58.51,81.97,7.05,53.78,High
50.67,35.86,27.57,7.33,40.02,Medium
93.85,51.57,43.66,6.0,84.48,High
78.54,15.0,25.25,6.64,51.2,Medium
51.59,53.23,34.35,7.25,61.58,Medium
80.43,62.01,64.5,7.02,61.68,High
18.17,3.99,16.7,4.23,11.64,Low
76.76,19.75,27.06,6.72,48.06,Medium
26.51,12.92,18.07,5.35,20.08,Low
48.67,29.8,27.57,5.74,40.24,Medium
79.11,62.56,64.69,7.28,59.75,High
60.0,60.48,67.31,6.62,53.86,High
87.05,47.03,84.03,6.78,60.93,High
93.6,62.44,45.24,7.64,62.13,High
60.65,32.53,22.97,6.98,35.64,Medium
41.28,43.94,48.45,5.5,48.98,Medium
77.85,47.43,50.66,6.53,57.35,High
41.43,16.01,15.0,6.95,46.74,Medium
29.69,5.97,15.88,4.18,18.13,Low
104.84,67.67,52.84,6.76,59.41,High
50.94,26.48,15.58,5.77,63.33,Medium
46.19,53.41,15.0,6.61,52.14,Medium
25.57,0.0,12.06,3.74,30.09,Low
58.9,20.02,31.08,5.81,43.88,Medium
104.84,63.47,75.08,7.14,79.43,High
54.72,52.92,26.09,6.47,45.53,Medium
41.85,40.79,37.63,7.5,40.52,Medium
61.36,19.8,24.05,5.5,70.0,Medium
17.5,1.54,14.11,4.49,36.87,Low
17.88,5.07,16.41,4.55,22.28,Low
20.92,18.97,6.98,4.58,26.74,Low
66.41,61.84,49.18,6.22,68.52,High
89.55,50.48,68.59,6.16,57.5,High
40.29,32.68,22.06,7.05,53.12,Medium
29.38,17.81,15.86,5.66,5.0,Low
63.25,38.31,30.29,6.4,50.57,Medium
55.72,40.91,42.8,5.5,54.06,Medium
11.71,7.39,12.77,4.39,37.86,Low
101.21,41.75,59.88,6.06,83.92,High
100.19,34.62,48.61,6.0,67.51,High
67.47,49.41,34.94,6.64,44.02,Medium
99.34,52.2,79.32,6.81,51.67,High
76.6,44.27,52.04,7.32,73.8,High
29.88,14.35,10.74,5.47,24.04,Low
124.65,50.52,66.73,6.61,81.19,High
61.9,25.15,26.24,6.99,62.25,Medium
32.21,16.88,7.4,5.4,27.51,Low
26.4,13.0,20.59,5.3,22.84,Low
19.69,14.61,14.27,4.74,39.84,Low
34.79,11.29,4.09,4.86,30.32,Low
16.15,13.77,8.84,4.86,13.19,Low
36.53,17.08,6.3,5.04,31.64,Low
90.37,60.98,52.03,6.62,74.65,High
38.11,22.46,11.7,4.6,40.95,Low
12.8,13.97,21.49,5.51,17.29,Low
35.3,33.51,37.13,6.73,54.54,Medium
55.8,33.73,44.87,6.49,50.23,Medium
96.66,38.38,60.33,6.57,79.23,High
81.48,43.92,71.27,7.2,54.11,High
59.07,36.69,31.59,6.34,32.6,Medium
85.24,42.87,59.1,7.23,46.09,High
50.85,22.23,19.03,5.85,61.39,Medium
21.22,16.73,12.1,4.66,23.84,Low
30.0,22.22,47.58,6.58,47.94,Medium
78.77,57.51,68.02,7.21,67.65,High
37.06,26.16,24.15,6.81,53.12,Medium
105.46,57.4,58.65,6.42,54.37,High
38.19,33.52,33.43,6.74,64.96,Medium
100.52,50.53,67.73,7.08,77.73,High
16.43,12.96,11.19,5.48,28.79,Low
72.61,25.58,19.06,6.08,34.76,Medium
48.22,35.55,35.29,6.08,59.25,Medium
85.74,78.2,40.07,7.54,77.72,High
37.7,20.43,15.0,6.36,25.0,Medium
39.94,37.51,25.47,6.91,41.48,Medium
73.68,39.07,42.79,6.42,55.58,Medium
37.63,16.2,12.65,5.33,31.14,Low
52.44,45.19,20.23,6.37,42.85,Medium
116.22,59.02,53.12,6.0,71.57,High
35.24,33.09,33.91,6.35,53.25,Medium
22.54,10.81,10.4,4.18,29.75,Low
47.67,27.15,41.0,5.5,32.99,Medium
31.21,28.42,4.02,5.41,39.76,Low
94.86,54.11,42.35,7.97,78.04,High
19.99,14.43,5.17,4.11,27.48,Low
88.75,69.59,58.23,6.56,55.41,High
28.63,9.61,12.02,5.51,45.0,Low
23.07,15.37,12.94,5.08,30.36,Low
50.46,34.19,30.49,6.57,53.31,Medium
58.5,45.45,30.69,5.5,52.8,Medium
42.24,28.4,29.32,6.31,55.65,Medium
45.79,31.47,30.4,5.5,30.1,Medium
20.16,12.18,7.86,5.93,12.8,Low
26.84,17.39,17.08,4.95,11.51,Low
98.08,51.11,79.02,6.7,69.55,High
27.7,7.32,1.44,4.75,41.45,Low
94.5,84.07,44.84,6.9,64.44,High
81.43,64.42,30.08,7.15,52.5,High
86.84,37.14,55.0,6.29,66.01,High
7.88,0.74,16.59,4.47,40.73,Low
109.21,40.1,52.51,6.0,51.38,High
51.77,50.5,25.54,6.57,62.97,Medium
42.31,43.48,20.04,6.48,52.95,Medium
85.51,46.09,60.96,6.22,51.08,High
92.74,72.0,58.64,6.88,45.69,High
74.63,50.14,31.38,6.78,49.54,High
36.08,7.47,3.35,4.23,32.58,Low
26.05,3.22,11.57,5.23,38.34,Low
50.83,18.7,38.55,7.1,54.05,Medium
50.27,15.0,41.25,5.5,43.06,Medium
7.43,6.01,22.87,5.12,9.98,Low
87.23,44.31,61.25,7.33,51.16,High
51.53,34.82,29.81,6.11,56.77,Medium
33.39,15.07,12.14,4.85,31.58,Low
22.29,17.21,10.61,3.65,31.46,Low
98.35,63.62,87.99,6.39,67.54,High
99.2,50.56,47.74,6.21,48.91,High
19.34,21.06,12.89,4.58,10.74,Low
90.86,32.65,62.07,7.29,49.24,High
37.75,12.75,6.49,4.23,18.19,Low
44.9,0.01,22.12,3.5,29.99,Low
46.77,43.8,48.58,6.95,25.0,Medium
46.3,15.0,15.0,6.5,32.72,Medium
34.03,8.86,6.38,5.13,42.95,Low
34.24,14.13,11.35,5.57,29.3,Low
106.42,42.42,42.17,6.38,69.52,High
86.63,73.4,75.54,6.49,72.63,High
37.98,40.96,17.02,6.41,52.18,Medium
46.96,30.67,16.17,5.91,49.89,Medium
30.0,24.47,23.7,5.67,50.82,Medium
18.61,5.4,13.47,4.76,22.36,Low
78.86,30.05,15.0,5.77,25.0,Medium
10.16,15.52,8.84,5.72,19.52,Low
36.87,32.08,28.18,7.06,52.68,Medium
30.0,18.0,26.12,6.35,32.28,Medium
53.14,21.03,47.84,6.5,58.04,Medium
59.99,25.19,26.75,5.5,36.68,Medium
58.89,21.07,31.21,5.68,38.98,Medium
49.44,37.87,30.06,7.5,70.0,Medium
27.49,18.97,18.51,5.47,35.31,Low
47.29,45.87,21.82,7.2,49.01,Medium
75.03,40.04,71.16,6.43,66.41,High
86.33,50.73,74.05,7.13,52.66,High
25.1,9.03,19.78,4.38,9.63,Low
42.47,42.0,19.06,6.09,68.14,Medium
97.11,54.28,33.02,6.82,74.25,High
11.69,17.41,5.65,5.06,31.52,Low
92.41,60.35,41.89,7.55,59.24,High
35.8,35.26,36.1,5.5,51.73,Medium
109.93,59.93,46.8,6.45,45.0,High
39.78,9.81,18.17,3.5,23.22,Low
33.81,12.08,12.2,5.72,22.97,Low
53.67,30.31,21.13,5.76,47.5,Medium
37.57,28.15,15.0,6.46,47.1,Medium
8.28,11.37,7.89,5.11,25.11,Low
88.89,38.36,45.17,6.69,53.68,High
20.84,21.24,12.49,4.36,33.89,Low
30.36,5.07,5.04,5.02,5.0,Low
47.46,20.37,35.35,6.93,53.78,Medium
32.66,18.14,29.17,6.08,35.11,Medium
21.32,18.11,22.88,4.83,23.7,Low
46.75,53.83,21.98,6.52,41.93,Medium
21.06,16.07,3.29,5.01,35.44,Low
110.39,52.05,63.16,6.61,62.75,High
43.74,32.48,26.61,5.67,58.16,Medium
60.38,28.44,25.1,7.11,63.85,Medium
78.67,48.59,49.02,7.55,64.39,High
17.34,8.31,17.73,5.3,18.43,Low
70.63,33.28,47.4,6.81,47.65,High
27.46,8.13,17.75,4.79,6.19,Low
17.88,9.48,12.82,4.5,22.86,Low
44.02,15.0,17.52,7.16,51.0,Medium
62.73,25.01,30.52,6.23,53.6,Medium
77.93,16.5,34.43,6.01,53.81,Medium
112.58,53.47,37.66,7.06,50.76,High
21.4,17.07,22.06,4.7,26.46,Low
16.53,6.62,10.85,4.8,30.95,Low
14.1,4.04,14.03,6.0,21.59,Low
71.61,54.76,52.61,6.0,61.16,High
82.13,53.01,55.56,6.7,67.98,High
60.0,49.14,47.69,6.0,65.54,High
66.09,38.37,43.63,6.36,39.08,Medium
49.53,20.51,41.34,6.03,41.58,Medium
44.41,30.24,32.42,6.29,38.63,Medium
34.76,9.72,11.57,5.7,31.91,Low
111.81,52.9,43.94,7.11,45.0,High
61.26,38.35,23.37,5.5,37.69,Medium
60.0,55.7,64.55,6.06,61.77,High
20.62,15.29,15.79,3.98,33.74,Low
31.61,19.25,14.57,5.1,17.31,Low
90.18,53.97,52.83,6.4,76.25,High
17.29,10.32,0.0,4.95,24.86,Low
40.7,36.67,39.74,5.5,52.41,Medium
19.72,10.27,14.64,5.75,31.08,Low
36.27,16.27,36.87,6.66,41.48,Medium
26.95,7.32,24.63,6.0,24.84,Low
52.01,15.0,26.14,6.51,58.16,Medium
12.22,19.04,8.71,6.0,8.2,Low
38.8,25.58,19.01,6.63,62.66,Medium
76.79,51.46,61.71,6.47,59.01,High
27.48,1.9,8.23,4.14,31.24,Low
44.3,21.66,15.0,5.5,40.65,Medium
21.13,2.12,10.59,5.79,11.66,Low
6.85,16.55,14.36,4.02,5.0,Low
63.24,34.88,20.63,6.21,53.75,Medium
80.13,52.42,53.21,7.01,71.69,High
38.51,29.23,55.0,6.06,49.06,Medium
87.8,46.13,65.65,7.41,56.16,High
30.15,5.64,16.07,4.55,24.65,Low
45.49,8.11,6.75,5.93,22.45,Low
49.18,25.13,29.87,6.25,43.59,Medium
29.66,5.17,14.47,4.91,17.43,Low
95.91,71.35,54.52,6.96,65.52,High
48.05,40.52,27.07,6.31,39.83,Medium
83.73,53.87,32.95,7.24,81.0,High
113.85,46.92,62.86,6.31,59.76,High
80.98,44.25,64.08,6.2,53.62,High
105.3,65.14,39.42,6.0,61.7,High
67.5,41.35,33.98,5.57,65.13,Medium
75.44,36.32,30.0,7.13,69.34,High
62.15,49.47,44.08,5.5,47.06,Medium
97.92,69.64,51.38,6.38,68.21,High
41.5,44.53,18.98,5.84,44.11,Medium
97.48,42.32,67.85,7.21,53.86,High
80.0,21.29,31.4,5.5,47.83,Medium
22.95,23.1,13.79,6.0,24.3,Low
44.1,15.0,27.91,7.1,62.77,Medium
43.62,4.49,6.54,5.36,32.56,Low
27.08,11.52,9.07,5.67,28.54,Low
24.78,16.12,7.25,6.0,16.3,Low
30.0,35.41,40.61,6.63,53.25,Medium
100.28,46.75,67.75,6.58,49.86,High
60.24,18.48,28.63,6.15,50.19,Medium
74.27,56.27,46.29,6.79,70.27,High
6.36,14.1,13.48,5.09,15.64,Low
61.53,28.08,28.87,6.38,61.71,Medium
52.31,27.57,21.98,6.69,59.21,Medium
23.06,11.86,19.54,5.65,30.51,Low
24.54,20.66,5.35,5.15,13.07,Low
38.05,21.79,6.99,6.0,29.17,Low
46.81,12.29,12.54,5.97,13.35,Low
37.81,10.28,16.7,4.88,21.15,Low
61.36,20.79,31.82,6.91,31.12,Medium
45.88,24.64,34.71,6.0,42.55,Medium
6.04,13.83,19.6,4.64,18.45,Low
63.97,21.46,26.56,7.19,46.67,Medium
55.3,16.91,38.63,6.5,57.66,Medium
46.91,27.61,35.76,6.71,25.68,Medium
105.92,51.42,41.4,6.64,49.6,High
93.18,66.01,54.96,6.86,64.83,High
12.82,12.73,3.83,4.09,12.0,Low
77.11,52.66,53.19,6.35,63.06,High
47.14,36.3,30.87,7.1,61.74,Medium
50.98,27.14,21.63,5.86,54.8,Medium
19.69,21.36,12.63,3.89,37.46,Low
116.42,67.15,34.02,6.69,45.0,High
41.4,31.91,35.16,6.86,30.37,Medium
34.73,28.23,22.07,5.5,56.1,Medium
71.42,38.62,59.8,7.16,63.24,High
23.83,5.38,26.71,4.66,45.0,Low
64.82,38.83,41.19,5.5,53.29,Medium
75.41,66.94,34.17,7.74,48.29,High
88.93,30.0,46.75,7.12,66.75,High
73.13,48.11,51.56,6.1,75.94,High
55.35,35.52,27.07,6.98,58.36,Medium
42.38,15.37,7.53,5.96,22.7,Low
68.83,59.62,56.5,7.22,57.29,High
61.62,26.04,29.09,6.89,43.19,Medium
47.65,15.57,19.81,4.7,23.13,Low
24.09,4.11,0.0,4.32,11.46,Low
